image_id,objects,relationships
2352561,"[{'object_id': 853195, 'name': 'man', 'bbox': [25, 77, 328, 499], 'area': 127866, 'attributes': ['man: Asian', ' happy', ' young', ' smiling']}, {'object_id': 853187, 'name': 'shirt', 'bbox': [128, 166, 329, 413], 'area': 49647, 'attributes': ['blue', ' short-sleeve']}, {'object_id': 853185, 'name': 'man', 'bbox': [49, 180, 157, 499], 'area': 34452, 'attributes': ['man: Asian', ' young', ' smiling']}, {'object_id': 853183, 'name': 'pants', 'bbox': [160, 392, 329, 500], 'area': 18252, 'attributes': ['green', ' cargo']}, {'object_id': 853206, 'name': 'windbreaker', 'bbox': [57, 230, 156, 379], 'area': 14751, 'attributes': ['black', ' shiny', ' nylon']}]","[{'subject_id': 853186, 'object_id': 853187, 'relationships': ['on', ' printed on']}, {'subject_id': 853183, 'object_id': 853182, 'relationships': ['worn on']}, {'subject_id': 853182, 'object_id': 853183, 'relationships': ['worn on']}, {'subject_id': 853185, 'object_id': 853184, 'relationships': ['wearing']}, {'subject_id': 853187, 'object_id': 853186, 'relationships': ['on', ' contains']}]"
2352339,"[{'object_id': 3431697, 'name': 'sky', 'bbox': [1, 2, 498, 277], 'area': 136675, 'attributes': ['kiteboarder: airborne', ' athletic', ' balanced']}, {'object_id': 1700305, 'name': 'green trees', 'bbox': [4, 233, 491, 331], 'area': 47726, 'attributes': ['green', ' lush']}, {'object_id': 2947852, 'name': 'green trees', 'bbox': [3, 232, 499, 319], 'area': 43152, 'attributes': ['green', ' lush', ' deciduous']}, {'object_id': 2071998, 'name': 'board', 'bbox': [186, 144, 406, 215], 'area': 15620, 'attributes': ['brown', ' kite', ' surfboard']}, {'object_id': 3472641, 'name': 'board', 'bbox': [210, 132, 349, 226], 'area': 13066, 'attributes': ['brown', ' kite', ' surfboard']}]","[{'subject_id': 3282283, 'object_id': 3583932, 'relationships': ['on', ' under']}, {'subject_id': 1979568, 'object_id': 3583933, 'relationships': ['on']}, {'subject_id': 3583943, 'object_id': 3472641, 'relationships': ['on', ' above']}, {'subject_id': 3282282, 'object_id': 3583932, 'relationships': ['on', ' above']}, {'subject_id': 3018586, 'object_id': 3472641, 'relationships': ['on', ' above']}]"
2351785,"[{'object_id': 2165250, 'name': 'parliament buildings', 'bbox': [20, 93, 490, 233], 'area': 65800, 'attributes': ['lit up', ' gothic', ' riverside']}, {'object_id': 1817565, 'name': 'building', 'bbox': [27, 98, 452, 241], 'area': 60775, 'attributes': ['gothic', ' illuminated']}, {'object_id': 2031058, 'name': 'building', 'bbox': [24, 135, 370, 261], 'area': 43596, 'attributes': ['beige', ' gothic', ' historic', ' illuminated', ' riverside']}, {'object_id': 1679089, 'name': 'building', 'bbox': [17, 116, 345, 246], 'area': 42640, 'attributes': ['well lit', ' historic', ' gothic']}, {'object_id': 2325017, 'name': 'building', 'bbox': [21, 119, 341, 232], 'area': 36160, 'attributes': ['beige', ' gothic', ' historic', ' illuminated']}]","[{'subject_id': 1679088, 'object_id': 1679089, 'relationships': ['on', ' above', ' part of']}, {'subject_id': 2367734, 'object_id': 2367733, 'relationships': ['reflected on']}]"
2351596,"[{'object_id': 859596, 'name': 'umbrella', 'bbox': [0, 4, 314, 497], 'area': 154802, 'attributes': ['black', ' frilly']}, {'object_id': 859594, 'name': 'boy', 'bbox': [0, 129, 263, 500], 'area': 97573, 'attributes': ['male', ' young', ' serious', ' goth', ' stylish']}, {'object_id': 859598, 'name': 'shirt', 'bbox': [1, 267, 244, 500], 'area': 56619, 'attributes': ['white', ' collared', ' buttoned', ' tucked in']}, {'object_id': 859600, 'name': 'pole', 'bbox': [42, 250, 196, 454], 'area': 31416, 'attributes': ['metal', ' held', ' straight']}, {'object_id': 859597, 'name': 'tie', 'bbox': [114, 285, 224, 480], 'area': 21450, 'attributes': ['black', ' thin', ' striped']}]","[{'subject_id': 859594, 'object_id': 859598, 'relationships': ['wears']}, {'subject_id': 859596, 'object_id': 859600, 'relationships': ['attached to']}, {'subject_id': 859598, 'object_id': 859611, 'relationships': ['connected to']}, {'subject_id': 859594, 'object_id': 859597, 'relationships': ['wears']}, {'subject_id': 859594, 'object_id': 859596, 'relationships': ['holding']}]"
2348395,"[{'object_id': 1842340, 'name': 'field', 'bbox': [49, 123, 499, 331], 'area': 93600, 'attributes': ['grassy', ' green', ' baseball']}, {'object_id': 1854348, 'name': 'field', 'bbox': [1, 155, 498, 331], 'area': 87472, 'attributes': ['grassy', ' green', ' rectangular', ' fenced', ' dirt']}, {'object_id': 2687722, 'name': 'baseball diamond', 'bbox': [1, 160, 497, 329], 'area': 83824, 'attributes': ['grassy', ' green', ' dirt', ' rectangular']}, {'object_id': 2464169, 'name': 'field', 'bbox': [2, 174, 498, 331], 'area': 77872, 'attributes': ['baseball', ' dirt', ' green', ' grass', ' infield']}, {'object_id': 2132856, 'name': 'green field', 'bbox': [1, 178, 497, 331], 'area': 75888, 'attributes': ['grassy', ' well-maintained', ' rectangular']}]",[]
2347635,"[{'object_id': 889018, 'name': 'train', 'bbox': [1, 94, 411, 331], 'area': 97170, 'attributes': ['yellow', ' electric']}, {'object_id': 889029, 'name': 'trees', 'bbox': [28, 13, 500, 161], 'area': 69856, 'attributes': ['rusty', ' yellow', ' electric']}, {'object_id': 889017, 'name': 'locomotive', 'bbox': [147, 87, 403, 301], 'area': 54784, 'attributes': ['yellow', ' electric']}, {'object_id': 889037, 'name': 'wheels', 'bbox': [2, 194, 286, 317], 'area': 34932, 'attributes': ['rusty', ' metal']}, {'object_id': 889028, 'name': 'sky', 'bbox': [2, 4, 231, 132], 'area': 29312, 'attributes': ['rusty', ' metal', ' high voltage', ' dangerous']}]","[{'subject_id': 889020, 'object_id': 889018, 'relationships': ['behind']}, {'subject_id': 889032, 'object_id': 889017, 'relationships': ['on', ' part of']}, {'subject_id': 889029, 'object_id': 889030, 'relationships': ['near', ' beside']}, {'subject_id': 889037, 'object_id': 889018, 'relationships': ['under']}, {'subject_id': 889017, 'object_id': 889018, 'relationships': ['part of']}, {'subject_id': 889022, 'object_id': 889017, 'relationships': ['on', ' painted on']}, {'subject_id': 889030, 'object_id': 889018, 'relationships': ['next to']}, {'subject_id': 889029, 'object_id': 889018, 'relationships': ['near', ' beside']}]"
2347137,"[{'object_id': 2267428, 'name': 'road', 'bbox': [0, 179, 497, 373], 'area': 96418, 'attributes': ['zebra', ' two', ' black and white', ' walking']}, {'object_id': 1827542, 'name': 'ground', 'bbox': [1, 179, 498, 372], 'area': 95921, 'attributes': ['road', ' grey']}, {'object_id': 2267426, 'name': 'grass', 'bbox': [1, 67, 499, 255], 'area': 93624, 'attributes': ['green', ' long']}, {'object_id': 3613051, 'name': 'brush', 'bbox': [15, 62, 485, 158], 'area': 45120, 'attributes': ['wooded', ' green', ' tall']}, {'object_id': 2422191, 'name': 'bushes', 'bbox': [93, 52, 498, 143], 'area': 36855, 'attributes': ['green', ' tall', ' thin']}]","[{'subject_id': 2313602, 'object_id': 2313337, 'relationships': ['has']}, {'subject_id': 2296259, 'object_id': 2313602, 'relationships': ['part of']}, {'subject_id': 2267426, 'object_id': 2267428, 'relationships': ['beside', ' next to']}, {'subject_id': 2313602, 'object_id': 2313339, 'relationships': ['on']}, {'subject_id': 2313602, 'object_id': 2313601, 'relationships': ['on', ' covering']}, {'subject_id': 2313602, 'object_id': 2313338, 'relationships': ['has']}, {'subject_id': 2267427, 'object_id': 2267428, 'relationships': ['beside', ' next to', ' near']}]"
2345506,"[{'object_id': 3370120, 'name': 'plane', 'bbox': [4, 80, 475, 302], 'area': 104562, 'attributes': ['gray', ' small', ' propeller', ' twin-engine', ' parked']}, {'object_id': 2702187, 'name': 'sky', 'bbox': [0, 2, 499, 184], 'area': 90818, 'attributes': ['gray', ' small', ' twin-engine', ' parked']}, {'object_id': 3512435, 'name': 'ground', 'bbox': [2, 197, 499, 373], 'area': 87472, 'attributes': ['gray', ' rocky', ' flat']}, {'object_id': 3512434, 'name': 'leaves', 'bbox': [1, 207, 498, 374], 'area': 82999, 'attributes': ['brown', ' yellow', ' green']}, {'object_id': 2764518, 'name': 'leaves', 'bbox': [3, 198, 488, 366], 'area': 81480, 'attributes': ['gray', ' small', ' twin-engine', ' parked']}]","[{'subject_id': 3152676, 'object_id': 3152677, 'relationships': ['on']}, {'subject_id': 3260166, 'object_id': 3512435, 'relationships': ['on', ' above']}, {'subject_id': 3332030, 'object_id': 2796204, 'relationships': ['part of']}, {'subject_id': 3260168, 'object_id': 3512435, 'relationships': ['on']}, {'subject_id': 3370120, 'object_id': 3370121, 'relationships': ['on', ' above', ' landed on']}, {'subject_id': 2735644, 'object_id': 2735643, 'relationships': ['under', ' attached to']}, {'subject_id': 2088256, 'object_id': 2796204, 'relationships': ['under']}, {'subject_id': 3260165, 'object_id': 3512435, 'relationships': ['on', ' above']}, {'subject_id': 3260167, 'object_id': 3512435, 'relationships': ['on', ' above']}, {'subject_id': 3068886, 'object_id': 3068887, 'relationships': ['on', ' above']}, {'subject_id': 3260164, 'object_id': 3512435, 'relationships': ['on', ' above']}]"
2345407,"[{'object_id': 2204186, 'name': 'water', 'bbox': [0, 0, 352, 272], 'area': 95744, 'attributes': ['brown', ' large', ' wild', ' standing', ' alert']}, {'object_id': 2377188, 'name': 'foamy water', 'bbox': [0, 2, 315, 273], 'area': 85365, 'attributes': ['brown', ' large', ' wild', ' standing']}, {'object_id': 2645044, 'name': 'water', 'bbox': [0, 0, 235, 267], 'area': 62745, 'attributes': ['brown', ' wild', ' large', ' standing', ' alert', ' watchful']}, {'object_id': 2143800, 'name': 'river', 'bbox': [7, 4, 211, 263], 'area': 52836, 'attributes': ['brown', ' large', ' wild', ' standing']}, {'object_id': 3034708, 'name': 'structure', 'bbox': [153, 0, 498, 130], 'area': 44850, 'attributes': ['brown', ' wild', ' large', ' standing', ' alert']}]","[{'subject_id': 3034708, 'object_id': 2204186, 'relationships': ['near', ' beside']}, {'subject_id': 3218640, 'object_id': 3218641, 'relationships': ['on', ' near']}]"
2342788,"[{'object_id': 4548335, 'name': 'blanket', 'bbox': [7, 3, 498, 343], 'area': 166940, 'attributes': ['orange', ' white', ' tabby', ' curious']}, {'object_id': 4548358, 'name': 'tabby', 'bbox': [88, 44, 464, 337], 'area': 110168, 'attributes': ['tabby', ' orange', ' white', ' small', ' lying']}, {'object_id': 4548324, 'name': 'cat', 'bbox': [97, 68, 498, 302], 'area': 93834, 'attributes': ['orange', ' white', ' lying']}, {'object_id': 4548325, 'name': 'cat', 'bbox': [139, 71, 498, 312], 'area': 86519, 'attributes': ['orange', ' white', ' lying']}, {'object_id': 4548370, 'name': 'cat', 'bbox': [154, 90, 476, 308], 'area': 70196, 'attributes': ['orange', ' white', ' lying']}]","[{'subject_id': 4112644, 'object_id': 4548374, 'relationships': ['has']}, {'subject_id': 4548353, 'object_id': 4548335, 'relationships': ['on', ' above']}]"
2342508,"[{'object_id': 2482181, 'name': 'bench', 'bbox': [0, 40, 496, 196], 'area': 77376, 'attributes': ['wooden', ' brown', ' empty']}, {'object_id': 2371992, 'name': 'bottle', 'bbox': [126, 22, 265, 338], 'area': 43924, 'attributes': ['red', ' wine']}, {'object_id': 2296250, 'name': 'wine bottle', 'bbox': [151, 5, 236, 357], 'area': 29920, 'attributes': ['red', ' wine', ' glass']}, {'object_id': 2068303, 'name': 'bottle', 'bbox': [312, 29, 399, 339], 'area': 26970, 'attributes': ['green', ' glass', ' wine']}, {'object_id': 2030170, 'name': 'wine', 'bbox': [313, 33, 394, 334], 'area': 24381, 'attributes': ['green', ' glass', ' empty', ' wine']}]","[{'subject_id': 3918984, 'object_id': 2068303, 'relationships': ['on', ' attached to']}, {'subject_id': 2558380, 'object_id': 2558381, 'relationships': ['in']}]"
2342119,"[{'object_id': 2739788, 'name': 'sidewalk', 'bbox': [169, 41, 487, 331], 'area': 92220, 'attributes': ['sidewalk: brick', ' red', ' uneven']}, {'object_id': 2164468, 'name': 'sidewalk', 'bbox': [199, 40, 413, 332], 'area': 62488, 'attributes': ['sidewalk: brick', ' red', ' uneven']}, {'object_id': 3104176, 'name': 'woman', 'bbox': [162, 7, 309, 332], 'area': 47775, 'attributes': ['young', ' looking', ' casual', ' stylish', ' alone']}, {'object_id': 2288056, 'name': 'woman', 'bbox': [178, 28, 315, 315], 'area': 39319, 'attributes': ['young', ' looking', ' sideways', ' holding', ' phone']}, {'object_id': 2375577, 'name': 'lines', 'bbox': [415, 120, 498, 332], 'area': 17596, 'attributes': ['white', ' parallel', ' faded', ' street']}]",[]
2340283,"[{'object_id': 2379599, 'name': 'chaise longue', 'bbox': [180, 210, 498, 330], 'area': 38160, 'attributes': ['white', ' cushioned', ' upholstered']}, {'object_id': 2734078, 'name': 'chaise lounge', 'bbox': [181, 210, 498, 330], 'area': 38040, 'attributes': ['white', ' soft', ' comfortable', ' overstuffed']}, {'object_id': 2073287, 'name': 'chair', 'bbox': [184, 210, 491, 330], 'area': 36840, 'attributes': ['white', ' cushioned', ' chaise']}, {'object_id': 3153253, 'name': 'lounge', 'bbox': [211, 179, 455, 316], 'area': 33428, 'attributes': ['white', ' cushioned', ' empty']}, {'object_id': 3688894, 'name': 'couch', 'bbox': [2, 136, 163, 323], 'area': 30107, 'attributes': ['brown', ' wooden', ' small', ' end']}]",[]
2339138,"[{'object_id': 2134675, 'name': 'blue shirt', 'bbox': [124, 150, 235, 282], 'area': 14652, 'attributes': ['blue', ' short-sleeve']}, {'object_id': 3181300, 'name': 'shorts', 'bbox': [137, 286, 250, 388], 'area': 11526, 'attributes': ['white', ' knee-length', ' drawstring', ' terry cloth']}, {'object_id': 3221756, 'name': 'bottle', 'bbox': [71, 116, 79, 159], 'area': 344, 'attributes': ['brown', ' glass']}, {'object_id': 3221757, 'name': 'cap', 'bbox': [72, 114, 77, 125], 'area': 55, 'attributes': ['casual', ' talking', ' middle-aged', ' female']}]",[]
2339097,"[{'object_id': 2634207, 'name': 'bus', 'bbox': [49, 131, 151, 241], 'area': 11220, 'attributes': ['bus: green', ' stopped', ' city']}, {'object_id': 2366513, 'name': 'car', 'bbox': [302, 182, 345, 232], 'area': 2150, 'attributes': ['parked', ' black', ' four-door']}, {'object_id': 3008094, 'name': 'street sign', 'bbox': [473, 152, 496, 202], 'area': 1150, 'attributes': ['red', ' rectangular', ' posted']}, {'object_id': 2430723, 'name': 'line', 'bbox': [148, 263, 251, 272], 'area': 927, 'attributes': ['red', ' painted', ' bold', ' prominent']}]",[]
2336685,"[{'object_id': 2963924, 'name': 'giraffe', 'bbox': [9, 11, 296, 499], 'area': 140056, 'attributes': ['tall', ' yellow', ' spotted']}, {'object_id': 2781982, 'name': 'tree', 'bbox': [212, 17, 374, 349], 'area': 53784, 'attributes': ['tree: tall', ' green', ' thin']}, {'object_id': 3662634, 'name': 'neck', 'bbox': [108, 103, 235, 370], 'area': 33909, 'attributes': ['long', ' tan', ' spotted']}, {'object_id': 2923831, 'name': 'grass', 'bbox': [4, 78, 214, 101], 'area': 4830, 'attributes': ['tall', ' yellow', ' spotted']}, {'object_id': 2179601, 'name': 'branch', 'bbox': [289, 387, 339, 459], 'area': 3600, 'attributes': ['brown', ' dead', ' thin', ' bare']}]",[]
2336248,"[{'object_id': 2359069, 'name': 'table', 'bbox': [204, 123, 498, 332], 'area': 61446, 'attributes': ['wood', ' brown', ' rectangular', ' sturdy']}, {'object_id': 2359070, 'name': 'table', 'bbox': [0, 159, 300, 332], 'area': 51900, 'attributes': ['metal', ' silver', ' open']}, {'object_id': 2536623, 'name': 'laptop', 'bbox': [70, 118, 235, 283], 'area': 27225, 'attributes': ['silver', ' open']}, {'object_id': 2795619, 'name': 'box', 'bbox': [405, 95, 495, 220], 'area': 11250, 'attributes': ['small', ' green', ' plastic', ' closed']}, {'object_id': 2631586, 'name': 'touch pad', 'bbox': [255, 225, 372, 308], 'area': 9711, 'attributes': ['black', ' small']}]","[{'subject_id': 2359069, 'object_id': 2359070, 'relationships': ['on', ' above']}]"
2335926,"[{'object_id': 3068282, 'name': 'sky', 'bbox': [5, 3, 497, 197], 'area': 95448, 'attributes': ['sandy', ' crowded', ' sunny']}, {'object_id': 3017329, 'name': 'sky', 'bbox': [1, 1, 494, 156], 'area': 76415, 'attributes': ['sandy', ' crowded', ' sunny', ' urban']}, {'object_id': 3666292, 'name': 'beach', 'bbox': [8, 176, 498, 330], 'area': 75460, 'attributes': ['sandy', ' crowded', ' urban']}, {'object_id': 3666286, 'name': 'sand', 'bbox': [12, 200, 486, 330], 'area': 61620, 'attributes': ['beige', ' wet']}, {'object_id': 2363683, 'name': 'surfboard', 'bbox': [61, 259, 248, 306], 'area': 8789, 'attributes': ['yellow', ' red', ' white', ' lifeguard']}]",[]
2334491,"[{'object_id': 3499034, 'name': 'racket', 'bbox': [104, 187, 317, 330], 'area': 30459, 'attributes': ['tennis', ' racket']}, {'object_id': 2486296, 'name': 'logo', 'bbox': [267, 167, 470, 266], 'area': 20097, 'attributes': ['black', ' green', ' yellow']}, {'object_id': 3294898, 'name': 'shirt', 'bbox': [84, 130, 181, 240], 'area': 10670, 'attributes': ['gray', ' tank']}, {'object_id': 2915520, 'name': 'straps', 'bbox': [92, 122, 160, 174], 'area': 3536, 'attributes': ['black', ' thin']}, {'object_id': 3677097, 'name': 'pole', 'bbox': [221, 1, 249, 97], 'area': 2688, 'attributes': ['rusty', ' metal', ' bent']}]",[]
2334308,"[{'object_id': 4655760, 'name': 'jet', 'bbox': [17, 63, 480, 233], 'area': 78710, 'attributes': ['gray', ' military', ' parked', ' single-engine', ' fighter']}, {'object_id': 4655735, 'name': 'jet', 'bbox': [43, 81, 482, 232], 'area': 66289, 'attributes': ['gray', ' military', ' parked']}, {'object_id': 4655687, 'name': 'jet', 'bbox': [34, 94, 479, 231], 'area': 60965, 'attributes': ['gray', ' military', ' parked']}, {'object_id': 4655733, 'name': 'plane', 'bbox': [42, 100, 476, 240], 'area': 60760, 'attributes': ['plane: military', ' fighter', ' gray', ' parked']}, {'object_id': 4655752, 'name': 'fighter jet', 'bbox': [45, 94, 484, 230], 'area': 59704, 'attributes': ['gray', ' parked', ' military']}]","[{'subject_id': 4655734, 'object_id': 4655733, 'relationships': ['on', ' part of']}, {'subject_id': 4655763, 'object_id': 4655764, 'relationships': ['on']}]"
2332084,[],[]
2332056,"[{'object_id': 3282550, 'name': 'grass', 'bbox': [0, 148, 499, 328], 'area': 89820, 'attributes': ['green', ' long']}, {'object_id': 3543491, 'name': 'field', 'bbox': [1, 145, 486, 325], 'area': 87300, 'attributes': ['green', ' grassy', ' rural']}, {'object_id': 2812821, 'name': 'horses', 'bbox': [115, 158, 493, 331], 'area': 65394, 'attributes': ['brown', ' white', ' black', ' standing', ' grazing']}, {'object_id': 3281015, 'name': 'grass', 'bbox': [37, 134, 474, 210], 'area': 33212, 'attributes': ['green', ' long', ' abundant']}, {'object_id': 3282549, 'name': 'horse', 'bbox': [270, 192, 390, 284], 'area': 11040, 'attributes': ['white', ' standing', ' grazing']}]","[{'subject_id': 3543452, 'object_id': 3400535, 'relationships': ['on', ' part of']}, {'subject_id': 3282549, 'object_id': 2870044, 'relationships': ['has']}, {'subject_id': 3282549, 'object_id': 3282550, 'relationships': ['on', ' above', ' standing on']}, {'subject_id': 2870047, 'object_id': 2870045, 'relationships': ['has']}]"
2331524,"[{'object_id': 2932784, 'name': 'metal', 'bbox': [104, 3, 322, 358], 'area': 77390, 'attributes': ['blue', ' metal', ' smooth']}, {'object_id': 2823970, 'name': 'airplane', 'bbox': [271, 0, 498, 120], 'area': 27240, 'attributes': ['blue', ' metal', ' curved']}, {'object_id': 3094435, 'name': 'airplane', 'bbox': [314, 0, 499, 120], 'area': 22200, 'attributes': ['blue', ' metal', ' large', ' smooth', ' curved']}, {'object_id': 2703061, 'name': 'green tarp', 'bbox': [291, 270, 438, 372], 'area': 14994, 'attributes': ['green', ' dirty', ' old', ' plastic']}, {'object_id': 3094251, 'name': 'airplane', 'bbox': [324, 0, 489, 77], 'area': 12705, 'attributes': ['blue', ' metal', ' curved', ' smooth', ' shiny']}]",[]
2331329,[],[]
2328932,"[{'object_id': 3391509, 'name': 'car', 'bbox': [54, 197, 200, 284], 'area': 12702, 'attributes': ['black', ' stopped', ' facing left']}, {'object_id': 3391508, 'name': 'window', 'bbox': [93, 201, 173, 222], 'area': 1680, 'attributes': ['tinted', ' car', ' rear']}, {'object_id': 3350241, 'name': 'light', 'bbox': [87, 219, 132, 252], 'area': 1485, 'attributes': ['traffic', ' red']}, {'object_id': 3001814, 'name': 'wheel', 'bbox': [72, 233, 99, 286], 'area': 1431, 'attributes': ['round', ' black', ' rubber']}, {'object_id': 2892665, 'name': 'light', 'bbox': [237, 206, 249, 228], 'area': 264, 'attributes': ['round', ' red']}]",[]
2328907,"[{'object_id': 4110558, 'name': 'table', 'bbox': [33, 125, 483, 372], 'area': 111150, 'attributes': ['round', ' wooden', ' brown']}, {'object_id': 4110605, 'name': 'kitchen table', 'bbox': [34, 126, 484, 370], 'area': 109800, 'attributes': ['round', ' wooden']}, {'object_id': 4110575, 'name': 'cabinet', 'bbox': [111, 0, 291, 151], 'area': 27180, 'attributes': ['wooden', ' brown', ' carved']}, {'object_id': 4110591, 'name': 'chair', 'bbox': [2, 212, 139, 372], 'area': 21920, 'attributes': ['wooden', ' black', ' Windsor-style']}, {'object_id': 4110614, 'name': 'dishes', 'bbox': [236, 239, 453, 339], 'area': 21700, 'attributes': ['white', ' patterned']}]","[{'subject_id': 4110573, 'object_id': 4110558, 'relationships': ['on', ' above']}, {'subject_id': 4110584, 'object_id': 4110558, 'relationships': ['on', ' above']}, {'subject_id': 4110566, 'object_id': 4110567, 'relationships': ['under']}, {'subject_id': 4110612, 'object_id': 4110558, 'relationships': ['on']}, {'subject_id': 4110581, 'object_id': 4110558, 'relationships': ['on', ' above']}, {'subject_id': 4110560, 'object_id': 4110580, 'relationships': ['on']}, {'subject_id': 4110580, 'object_id': 4110558, 'relationships': ['on', ' above']}]"
2327257,"[{'object_id': 3972029, 'name': 'woman', 'bbox': [52, 31, 261, 311], 'area': 58520, 'attributes': ['young', ' brown hair', ' eating']}, {'object_id': 4685461, 'name': 'hair', 'bbox': [250, 0, 410, 100], 'area': 16000, 'attributes': ['man', ' young', ' bespectacled']}, {'object_id': 3972014, 'name': 'sky', 'bbox': [388, 0, 498, 123], 'area': 13530, 'attributes': ['couple', ' happy', ' eating', ' backlit']}, {'object_id': 3972028, 'name': 'donut', 'bbox': [259, 127, 353, 199], 'area': 6768, 'attributes': ['glazed', ' half-eaten']}, {'object_id': 4685450, 'name': 'donut', 'bbox': [264, 135, 342, 199], 'area': 4992, 'attributes': ['glazed', ' half-eaten']}]",[]
2326554,"[{'object_id': 4133951, 'name': 'pavement', 'bbox': [0, 166, 498, 372], 'area': 102588, 'attributes': ['asphalt', ' black']}, {'object_id': 3982772, 'name': 'store', 'bbox': [40, 13, 390, 203], 'area': 66500, 'attributes': ['motorcycle', ' brown', ' parked']}, {'object_id': 4133933, 'name': 'lines', 'bbox': [2, 177, 494, 296], 'area': 58548, 'attributes': ['motorcycle', ' brown', ' parked']}, {'object_id': 4133935, 'name': 'building', 'bbox': [39, 7, 324, 167], 'area': 45600, 'attributes': ['Harley-Davidson', ' Softail', ' black', ' chrome', ' two-wheeled']}, {'object_id': 4133961, 'name': 'motorcycle', 'bbox': [191, 151, 415, 290], 'area': 31136, 'attributes': ['Harley-Davidson', ' Softail Springer', ' black', ' parked']}]","[{'subject_id': 4133950, 'object_id': 4133951, 'relationships': ['on', ' above']}, {'subject_id': 4133961, 'object_id': 4133962, 'relationships': ['has']}, {'subject_id': 4133940, 'object_id': 4133941, 'relationships': ['near', ' behind']}]"
2326528,"[{'object_id': 3983313, 'name': 'plates', 'bbox': [11, 4, 482, 372], 'area': 173328, 'attributes': ['healthy', ' organic', ' fresh', ' green', ' tasty']}, {'object_id': 4134140, 'name': 'plate', 'bbox': [28, 65, 321, 345], 'area': 82040, 'attributes': ['square', ' white']}, {'object_id': 4134212, 'name': 'plate', 'bbox': [228, 10, 484, 272], 'area': 67072, 'attributes': ['square', ' white', ' ceramic']}, {'object_id': 4134151, 'name': 'plate', 'bbox': [235, 17, 499, 263], 'area': 64944, 'attributes': ['square', ' white']}, {'object_id': 3983314, 'name': 'salad', 'bbox': [250, 0, 463, 218], 'area': 46434, 'attributes': ['colorful', ' fresh', ' healthy', ' organic', ' tasty', ' vegan']}]","[{'subject_id': 4134170, 'object_id': 4134140, 'relationships': ['on']}, {'subject_id': 4134211, 'object_id': 4134140, 'relationships': ['on', ' above']}, {'subject_id': 4134208, 'object_id': 4134140, 'relationships': ['on', ' above']}, {'subject_id': 4134181, 'object_id': 4134140, 'relationships': ['on']}]"
2325561,"[{'object_id': 986053, 'name': 'dogs', 'bbox': [16, 210, 368, 472], 'area': 92224, 'attributes': ['brown', ' black', ' happy']}, {'object_id': 986031, 'name': 'dog', 'bbox': [160, 166, 373, 407], 'area': 51333, 'attributes': ['brown', ' German Shepherd', ' happy', ' smiling']}, {'object_id': 986037, 'name': 'dog', 'bbox': [6, 247, 201, 489], 'area': 47190, 'attributes': ['brown', ' standing', ' short-haired']}, {'object_id': 986035, 'name': 'eyes', 'bbox': [228, 242, 374, 317], 'area': 10950, 'attributes': ['brown', ' looking', ' dog']}, {'object_id': 986033, 'name': 'grass', 'bbox': [166, 70, 249, 145], 'area': 6225, 'attributes': ['green', ' long', ' thick']}]","[{'subject_id': 986033, 'object_id': 986031, 'relationships': ['on', ' under']}, {'subject_id': 986035, 'object_id': 986031, 'relationships': ['of']}, {'subject_id': 986039, 'object_id': 986031, 'relationships': ['in']}, {'subject_id': 986031, 'object_id': 986036, 'relationships': ['has']}, {'subject_id': 986031, 'object_id': 986039, 'relationships': ['has']}, {'subject_id': 986031, 'object_id': 986032, 'relationships': ['inside']}]"
2323834,"[{'object_id': 3138931, 'name': 'sky', 'bbox': [1, 2, 498, 165], 'area': 81011, 'attributes': ['busy', ' large', ' commercial']}, {'object_id': 3239529, 'name': 'tarmac', 'bbox': [2, 181, 499, 331], 'area': 74550, 'attributes': ['gray', ' concrete']}, {'object_id': 3196487, 'name': 'planes', 'bbox': [192, 89, 498, 214], 'area': 38250, 'attributes': ['large', ' white', ' blue', ' parked']}, {'object_id': 3256406, 'name': 'airliner', 'bbox': [173, 92, 494, 201], 'area': 34989, 'attributes': ['large', ' white', ' blue', ' parked']}, {'object_id': 3383574, 'name': 'airliner', 'bbox': [216, 130, 485, 201], 'area': 19099, 'attributes': ['white', ' blue', ' parked']}]",[]
2322149,"[{'object_id': 3464770, 'name': 'sweatshirt', 'bbox': [41, 18, 305, 193], 'area': 46200, 'attributes': ['black', ' gray', ' white', ' zippered']}, {'object_id': 3142622, 'name': 'stone wall', 'bbox': [1, 356, 330, 480], 'area': 40796, 'attributes': ['gray', ' rough', ' stone']}, {'object_id': 3417811, 'name': 'blue jeans', 'bbox': [97, 162, 206, 283], 'area': 13189, 'attributes': ['blue', ' worn', ' denim']}, {'object_id': 2798722, 'name': 'building', 'bbox': [0, 264, 97, 344], 'area': 7760, 'attributes': ['brick', ' old', ' two-story']}, {'object_id': 2870318, 'name': 'shoe', 'bbox': [136, 254, 218, 330], 'area': 6232, 'attributes': ['shoe', ' sneaker', ' gray', ' untied', ' dirty']}]",[]
